date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:47:55	4976/4976	---M--	200	added ('OK')	image/png	etag:%221370-56a51a2379480%22	http://jobboard.inwavethemes.com/wp-content/plugins/iwjob/assets/owlcarousel/assets/owl.video.play.png	D:/duyenwebsub/jobboard.inwavethemes.com/wp-content/plugins/iwjob/assets/owlcarousel/assets/owl.video.play.png	(from http://static-jobboard.inwavethemes.com/wp-content/cache/autoptimize/css/autoptimize_aac7110e68991004555dfd874c05801f.css)
18:47:56	0/0	---M-Z	302	error ('Found')	text/html	date:Thu,%2018%20Jun%202020%2011:47:56%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img/http://jobboard.inwavethemes.com/wp-content/themes/injob/assets/images/404_bg.jpg	D:/duyenwebsub/cdn.shortpixel.ai/client/q_glossy,ret_img/http_/jobboard.inwavethemes.com/wp-content/themes/injob/assets/images/404_bg.jpg	(from http://static-jobboard.inwavethemes.com/wp-content/cache/autoptimize/css/autoptimize_aac7110e68991004555dfd874c05801f.css)
18:47:56	0/0	---M-Z	302	error ('Found')	text/html	date:Thu,%2018%20Jun%202020%2011:47:57%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img/http://jobboard.inwavethemes.com/wp-content/uploads/2018/05/job_heading_bg.jpg	D:/duyenwebsub/cdn.shortpixel.ai/client/q_glossy,ret_img/http_/jobboard.inwavethemes.com/wp-content/uploads/2018/05/job_heading_bg.jpg	(from http://static-jobboard.inwavethemes.com/wp-content/cache/autoptimize/css/autoptimize_aac7110e68991004555dfd874c05801f.css)
18:48:01	109318/109318	---M--	200	added ('OK')	image/png	etag:%221ab06-5956633522842%22	http://jobboard.inwavethemes.com/wp-content/plugins/inwave-common/assets/images/bg-info-item4.png	D:/duyenwebsub/jobboard.inwavethemes.com/wp-content/plugins/inwave-common/assets/images/bg-info-item4.png	(from http://static-jobboard.inwavethemes.com/wp-content/cache/autoptimize/css/autoptimize_aac7110e68991004555dfd874c05801f.css)
18:48:07	75559/75559	---M--	200	added ('OK')	image/jpeg	etag:%2212727-5831763698ab5%22	http://jobboard.inwavethemes.com/wp-content/uploads/2018/05/job_heading_bg.jpg	D:/duyenwebsub/jobboard.inwavethemes.com/wp-content/uploads/2018/05/job_heading_bg.jpg	(from http://static-jobboard.inwavethemes.com/wp-content/cache/autoptimize/css/autoptimize_aac7110e68991004555dfd874c05801f.css)
18:48:08	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2018%20Jun%202020%2011:48:02%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img/http://jobboard.inwavethemes.com/wp-content/plugins/js_composer/assets/vc/alert.png	D:/duyenwebsub/cdn.shortpixel.ai/client/q_glossy,ret_img/http_/jobboard.inwavethemes.com/wp-content/plugins/js_composer/assets/vc/alert.f.delayed	(from http://static-jobboard.inwavethemes.com/wp-content/cache/autoptimize/css/autoptimize_aac7110e68991004555dfd874c05801f.css)
18:48:08	302/302	---M--	200	added ('OK')	image/png	etag:%2212e-58dde56bc7240%22	http://jobboard.inwavethemes.com/wp-content/plugins/js_composer/assets/vc/alert.png	D:/duyenwebsub/jobboard.inwavethemes.com/wp-content/plugins/js_composer/assets/vc/alert.png	(from http://static-jobboard.inwavethemes.com/wp-content/cache/autoptimize/css/autoptimize_aac7110e68991004555dfd874c05801f.css)
18:48:09	0/0	---M-Z	302	error ('Found')	text/html	date:Thu,%2018%20Jun%202020%2011:48:09%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img/http://jobboard.inwavethemes.com/wp-content/plugins/iwjob/includes/class/fields/assets/img/drag_icon.gif	D:/duyenwebsub/cdn.shortpixel.ai/client/q_glossy,ret_img/http_/jobboard.inwavethemes.com/wp-content/plugins/iwjob/includes/class/fields/assets/img/drag_icon.gif	(from http://static-jobboard.inwavethemes.com/wp-content/cache/autoptimize/css/autoptimize_aac7110e68991004555dfd874c05801f.css)
18:48:09	106/106	---M--	200	added ('OK')	image/gif	etag:%226a-56812912e8b80%22	http://jobboard.inwavethemes.com/wp-content/plugins/iwjob/includes/class/fields/assets/img/drag_icon.gif	D:/duyenwebsub/jobboard.inwavethemes.com/wp-content/plugins/iwjob/includes/class/fields/assets/img/drag_icon.gif	(from http://static-jobboard.inwavethemes.com/wp-content/cache/autoptimize/css/autoptimize_aac7110e68991004555dfd874c05801f.css)
18:48:10	124553/124553	---M--	200	added ('OK')	image/png	etag:%221e689-56812912e8b80%22	http://jobboard.inwavethemes.com/wp-content/plugins/iwjob/assets/images/bg_dah_employer_detail.png	D:/duyenwebsub/jobboard.inwavethemes.com/wp-content/plugins/iwjob/assets/images/bg_dah_employer_detail.png	(from http://static-jobboard.inwavethemes.com/wp-content/cache/autoptimize/css/autoptimize_aac7110e68991004555dfd874c05801f.css)
18:48:25	478878/478878	---M--	200	added ('OK')	image/jpeg	etag:%2274e9e-55b4ad5c94c00%22	http://jobboard.inwavethemes.com/wp-content/themes/injob/assets/images/404_bg.jpg	D:/duyenwebsub/jobboard.inwavethemes.com/wp-content/themes/injob/assets/images/404_bg.jpg	(from http://static-jobboard.inwavethemes.com/wp-content/cache/autoptimize/css/autoptimize_aac7110e68991004555dfd874c05801f.css)
